movieId,title,release_date,release_year,budget,popularity,revenue,runtime,primary_company,primary_genre,all_genres,avg_rating,review_count,director,budget_tier,log_budget,log_revenue,studio_tier,studio_label,release_season,roi,roi_capped,weighted_rating
1193,One Flew Over the Cuckoo's Nest,1975-11-18,1975,3000000,35.53,108981275.0,133.0,United Artists,Drama,Drama,4.23,40103,Miloš Forman,Low,14.91,18.51,1.0,Major Studio,Year-End,35.33,35.33,4.22
1196,The Empire Strikes Back,1980-05-17,1980,18000000,19.47,538400000.0,124.0,Lucasfilm,Adventure,Adventure | Action | Science Fiction,4.14,61672,Irvin Kershner,High,16.71,20.1,1.0,Major Studio,Other,28.91,28.91,4.13
1197,The Princess Bride,1987-09-18,1987,16000000,15.15,30857814.0,98.0,Act III Communications,Adventure,Adventure | Family | Fantasy | Comedy | Romance,4.13,40931,Rob Reiner,Mid,16.59,17.24,0.0,Independent,Other,0.93,0.93,4.12
1198,Raiders of the Lost Ark,1981-06-12,1981,18000000,19.9,389925971.0,115.0,Lucasfilm,Adventure,Adventure | Action,4.13,59693,Steven Spielberg,High,16.71,19.78,1.0,Major Studio,Summer,20.66,20.66,4.12
1200,Aliens,1986-07-18,1986,18500000,21.76,183316455.0,137.0,Twentieth Century Fox Film Corporation,Horror,Horror | Action | Thriller | Science Fiction,3.99,32943,James Cameron,High,16.73,19.03,1.0,Major Studio,Summer,8.91,8.91,3.98
1201,"The Good, the Bad and the Ugly",1966-12-23,1966,1200000,16.79,6000000.0,161.0,United Artists,Western,Western,4.12,18609,Sergio Leone,Low,14.0,15.61,1.0,Major Studio,Year-End,4.0,4.0,4.1
1203,12 Angry Men,1957-03-25,1957,350000,16.5,1000000.0,96.0,United Artists,Drama,Drama,4.23,16896,Sidney Lumet,Low,12.77,13.82,1.0,Major Studio,Other,1.86,1.86,4.2
1204,Lawrence of Arabia,1962-12-10,1962,15000000,10.89,69995385.0,216.0,Horizon Pictures (II),Adventure,Adventure | Drama | History | War,4.12,14975,David Lean,Mid,16.52,18.06,0.0,Independent,Year-End,3.67,3.67,4.09
1206,A Clockwork Orange,1971-12-18,1971,2200000,17.11,26589000.0,136.0,Hawk Films,Science Fiction,Science Fiction | Drama,3.98,30704,Stanley Kubrick,Low,14.6,17.1,0.0,Independent,Year-End,11.09,11.09,3.97
1207,To Kill a Mockingbird,1962-12-25,1962,2000000,14.28,13129846.0,129.0,Universal Pictures,Crime,Crime | Drama,4.16,17374,Robert Mulligan,Low,14.51,16.39,1.0,Major Studio,Year-End,5.56,5.56,4.13
1208,Apocalypse Now,1979-08-15,1979,31500000,13.6,89460381.0,153.0,United Artists,Drama,Drama | War,4.11,27741,Francis Ford Coppola,High,17.27,18.31,1.0,Major Studio,Summer,1.84,1.84,4.09
1209,Once Upon a Time in the West,1968-12-21,1968,5000000,15.59,5321508.0,175.0,Paramount Pictures,Western,Western,4.11,5669,Sergio Leone,Low,15.42,15.49,1.0,Major Studio,Year-End,0.06,0.06,4.04
1210,Return of the Jedi,1983-05-23,1983,32350000,14.59,572700000.0,135.0,Lucasfilm,Adventure,Adventure | Action | Science Fiction,3.99,62714,Richard Marquand,High,17.29,20.17,1.0,Major Studio,Other,16.7,16.7,3.98
1211,Wings of Desire,1987-01-01,1987,2500000,6.36,3200000.0,128.0,Road Movies Filmproduktion GmbH,Drama,Drama | Fantasy | Romance,4.02,4079,Wim Wenders,Low,14.73,14.98,0.0,Independent,Other,0.28,0.28,3.94
1213,GoodFellas,1990-09-12,1990,25000000,15.42,46836394.0,145.0,Winkler Films,Drama,Drama | Crime,4.18,33987,Martin Scorsese,High,17.03,17.66,0.0,Independent,Other,0.87,0.87,4.16
1214,Alien,1979-05-25,1979,11000000,23.38,104931801.0,117.0,Twentieth Century Fox Film Corporation,Horror,Horror | Action | Thriller | Science Fiction,4.05,37286,Ridley Scott,Mid,16.21,18.47,1.0,Major Studio,Other,8.54,8.54,4.04
1217,Ran,1985-06-01,1985,11500000,12.25,4069653.0,162.0,Nippon Herald Films,Action,Action | Drama | History,4.15,5534,Akira Kurosawa,Mid,16.26,15.22,0.0,Independent,Summer,-0.65,-0.65,4.07
1219,Psycho,1960-06-16,1960,806948,36.83,32000000.0,109.0,Paramount Pictures,Drama,Drama | Horror | Thriller,4.07,23188,Alfred Hitchcock,Low,13.6,17.28,1.0,Major Studio,Summer,38.66,38.66,4.05
1220,The Blues Brothers,1980-06-17,1980,27000000,10.08,115229890.0,133.0,Universal Pictures,Music,Music | Comedy | Action | Crime,3.8,22537,John Landis,High,17.11,18.56,1.0,Major Studio,Summer,3.27,3.27,3.79
1221,The Godfather: Part II,1974-12-20,1974,13000000,36.63,47542841.0,200.0,Paramount Pictures,Drama,Drama | Crime,4.26,36679,Francis Ford Coppola,Mid,16.38,17.68,1.0,Major Studio,Year-End,2.66,2.66,4.24
1222,Full Metal Jacket,1987-06-26,1987,17000000,13.94,46357676.0,116.0,Stanley Kubrick Productions,Drama,Drama | War,4.04,26328,Stanley Kubrick,Mid,16.65,17.65,0.0,Independent,Summer,1.73,1.73,4.02
1225,Amadeus,1984-10-26,1984,18000000,12.68,51973029.0,160.0,Warner Bros.,Drama,Drama | History | Music,4.06,23144,Miloš Forman,High,16.71,17.77,1.0,Major Studio,Other,1.89,1.89,4.04
1228,Raging Bull,1980-11-14,1980,18000000,8.87,23000000.0,129.0,United Artists,Drama,Drama,4.05,11365,Martin Scorsese,High,16.71,16.95,1.0,Major Studio,Year-End,0.28,0.28,4.02
1230,Annie Hall,1977-04-19,1977,4000000,18.15,38251425.0,93.0,United Artists,Comedy,Comedy | Drama | Romance,4.05,18834,Woody Allen,Low,15.2,17.46,1.0,Major Studio,Other,8.56,8.56,4.03
1231,The Right Stuff,1983-10-20,1983,27000000,14.9,21500000.0,193.0,Warner Bros.,Drama,Drama | History,3.92,8714,Philip Kaufman,High,17.11,16.88,1.0,Major Studio,Other,-0.2,-0.2,3.89
1233,Das Boot,1981-09-16,1981,14000000,8.8,85000000.0,149.0,Radiant Film GmbH,Action,Action | Drama | History | War | Adventure,4.11,15678,Wolfgang Petersen,Mid,16.45,18.26,0.0,Independent,Other,5.07,5.07,4.08
1234,The Sting,1973-12-25,1973,5500000,12.02,159616327.0,129.0,Universal Pictures,Comedy,Comedy | Crime | Drama,4.15,17430,George Roy Hill,Mid,15.52,18.89,1.0,Major Studio,Year-End,28.02,28.02,4.12
1240,The Terminator,1984-10-26,1984,6400000,19.29,78371200.0,108.0,Orion Pictures,Action,Action | Thriller | Science Fiction,3.89,40250,James Cameron,Mid,15.67,18.18,1.0,Major Studio,Other,11.25,11.25,3.88
1241,Braindead,1992-08-13,1992,3000000,13.65,242623.0,104.0,WingNut Films,Horror,Horror | Comedy,3.72,2952,Peter Jackson,Low,14.91,12.4,1.0,Major Studio,Summer,-0.92,-0.92,3.68
1242,Glory,1989-12-15,1989,18000000,7.52,26828365.0,122.0,TriStar Pictures,War,War,3.94,13715,Edward Zwick,High,16.71,17.1,1.0,Major Studio,Year-End,0.49,0.49,3.92
1245,Miller's Crossing,1990-09-21,1990,14000000,7.5,5080409.0,115.0,Twentieth Century Fox Film Corporation,Drama,Drama | Thriller | Crime,3.96,6894,Joel Coen,Mid,16.45,15.44,1.0,Major Studio,Other,-0.64,-0.64,3.92
1246,Dead Poets Society,1989-06-02,1989,16400000,19.91,235860116.0,129.0,Touchstone Pictures,Drama,Drama,3.91,25752,Peter Weir,Mid,16.61,19.28,1.0,Major Studio,Summer,13.38,13.38,3.9
1247,The Graduate,1967-12-21,1967,3000000,12.06,104945305.0,106.0,Lawrence Turman,Drama,Drama,4.04,20073,Mike Nichols,Low,14.91,18.47,0.0,Independent,Year-End,33.98,33.98,4.02
1248,Touch of Evil,1958-04-23,1958,829000,9.67,2247465.0,95.0,Universal International Pictures (UI),Drama,Drama | Thriller | Crime,4.16,5199,Orson Welles,Low,13.63,14.63,0.0,Independent,Other,1.71,1.71,4.07
1250,The Bridge on the River Kwai,1957-10-02,1957,3000000,8.85,27200000.0,161.0,Columbia Pictures Corporation,Drama,Drama | History | War,4.08,14410,David Lean,Low,14.91,17.12,1.0,Major Studio,Other,8.07,8.07,4.05
1252,Chinatown,1974-06-20,1974,6000000,12.29,30000000.0,130.0,Paramount Pictures,Crime,Crime | Drama | Mystery | Thriller,4.16,18397,Roman Polanski,Mid,15.61,17.22,1.0,Major Studio,Summer,4.0,4.0,4.13
1254,The Treasure of the Sierra Madre,1948-01-24,1948,3800000,8.07,4307000.0,126.0,Warner Bros.,Action,Action | Adventure | Drama | Western,4.13,5768,John Huston,Low,15.15,15.28,1.0,Major Studio,Other,0.13,0.13,4.06
1258,The Shining,1980-05-22,1980,19000000,19.61,44017374.0,144.0,Hawk Films,Horror,Horror | Thriller,4.01,30084,Stanley Kubrick,High,16.76,17.6,0.0,Independent,Other,1.32,1.32,4.0
1259,Stand by Me,1986-08-22,1986,8000000,15.21,52287414.0,89.0,Columbia Pictures,Crime,Crime | Drama,3.99,24137,Rob Reiner,Mid,15.89,17.77,1.0,Major Studio,Summer,5.54,5.54,3.98
1261,Evil Dead II,1987-03-13,1987,3600000,13.52,5923044.0,84.0,Renaissance Films,Horror,Horror | Comedy | Fantasy,3.75,9304,Sam Raimi,Low,15.1,15.59,0.0,Independent,Other,0.65,0.65,3.73
1262,The Great Escape,1963-06-20,1963,4000000,14.38,11744471.0,172.0,United Artists,Adventure,Adventure | Drama | History | Thriller | War,4.11,12461,John Sturges,Low,15.2,16.28,1.0,Major Studio,Summer,1.94,1.94,4.07
1263,The Deer Hunter,1978-12-08,1978,15000000,7.73,50000000.0,183.0,Universal Pictures,Drama,Drama | War,3.97,12359,Michael Cimino,Mid,16.52,17.73,1.0,Major Studio,Year-End,2.33,2.33,3.94
1265,Groundhog Day,1993-02-11,1993,14600000,12.99,70906973.0,101.0,Columbia Pictures,Romance,Romance | Fantasy | Drama | Comedy,3.88,38672,Harold Ramis,Mid,16.5,18.08,1.0,Major Studio,Other,3.86,3.86,3.87
1266,Unforgiven,1992-08-07,1992,14000000,10.94,159157447.0,131.0,Malpaso Productions,Western,Western,3.98,16135,Clint Eastwood,Mid,16.45,18.89,1.0,Major Studio,Summer,10.37,10.37,3.96
1267,The Manchurian Candidate,1962-10-24,1962,80000000,7.99,96105910.0,126.0,United Artists,Mystery,Mystery | Thriller,4.09,10150,John Frankenheimer,Blockbuster,18.2,18.38,1.0,Major Studio,Other,0.2,0.2,4.05
1270,Back to the Future,1985-07-03,1985,19000000,25.78,381109762.0,116.0,Universal Pictures,Adventure,Adventure | Comedy | Science Fiction | Family,3.92,54783,Robert Zemeckis,High,16.76,19.76,1.0,Major Studio,Summer,19.06,19.06,3.91
1271,Fried Green Tomatoes,1991-12-27,1991,11000000,6.58,119418501.0,130.0,Universal Pictures,Drama,Drama | Comedy,3.73,10357,Jon Avnet,Mid,16.21,18.6,1.0,Major Studio,Year-End,9.86,9.86,3.72
1272,Patton,1970-01-25,1970,12000000,14.38,89800000.0,172.0,Twentieth Century Fox Film Corporation,Drama,Drama | History | War,4.0,9370,Franklin J. Schaffner,Mid,16.3,18.31,1.0,Major Studio,Other,6.48,6.48,3.96
1274,Akira,1988-07-16,1988,8000000,10.89,553171.0,124.0,Bandai Visual Company,Science Fiction,Science Fiction | Animation,3.89,9657,Katsuhiro Ōtomo,Mid,15.89,13.22,0.0,Independent,Summer,-0.93,-0.93,3.86
1275,Highlander,1986-03-07,1986,16000000,16.87,5900000.0,116.0,Davis-Panzer Productions,Adventure,Adventure | Action | Fantasy,3.6,12880,Russell Mulcahy,Mid,16.59,15.59,0.0,Independent,Other,-0.63,-0.63,3.6
1276,Cool Hand Luke,1967-06-22,1967,3000000,9.72,16217773.0,126.0,Warner Bros.,Crime,Crime | Drama,4.08,13037,Stuart Rosenberg,Low,14.91,16.6,1.0,Major Studio,Summer,4.41,4.41,4.05
1278,Young Frankenstein,1974-12-15,1974,2800000,9.34,86273333.0,106.0,Twentieth Century Fox Film Corporation,Comedy,Comedy | Science Fiction,3.97,17334,Mel Brooks,Low,14.85,18.27,1.0,Major Studio,Year-End,29.81,29.81,3.95
1279,Night on Earth,1991-10-03,1991,3500000,8.29,2015810.0,129.0,Channel Four Films,Comedy,Comedy | Drama,3.84,2703,Jim Jarmusch,Low,15.07,14.52,1.0,Major Studio,Other,-0.42,-0.42,3.77
1281,The Great Dictator,1940-10-15,1940,2000000,9.24,11000000.0,125.0,United Artists,Comedy,Comedy,4.05,4688,Charlie Chaplin,Low,14.51,16.21,1.0,Major Studio,Other,4.5,4.5,3.97
1282,Fantasia,1940-11-13,1940,2280000,8.04,83320000.0,124.0,Walt Disney Pictures,Animation,Animation | Family | Music,3.69,14399,Samuel Armstrong,Low,14.64,18.24,1.0,Major Studio,Year-End,35.54,35.54,3.68
1283,High Noon,1952-03-27,1952,730000,16.72,8000000.0,85.0,United Artists,Western,Western,4.04,5546,Fred Zinnemann,Low,13.5,15.89,1.0,Major Studio,Other,9.96,9.96,3.98
1287,Ben-Hur,1959-12-26,1959,15000000,14.32,146900000.0,212.0,Metro-Goldwyn-Mayer (MGM),Action,Action | Adventure | Drama | History,3.8,10414,William Wyler,Mid,16.52,18.81,1.0,Major Studio,Year-End,8.79,8.79,3.78
1288,This Is Spinal Tap,1984-05-04,1984,2500000,13.98,4736202.0,82.0,Spinal Tap Prod.,Comedy,Comedy | Music,4.01,18175,Rob Reiner,Low,14.73,15.37,0.0,Independent,Other,0.89,0.89,3.99
1291,Indiana Jones and the Last Crusade,1989-05-24,1989,48000000,14.79,474171806.0,127.0,Lucasfilm,Adventure,Adventure | Action,3.98,39725,Steven Spielberg,Blockbuster,17.69,19.98,1.0,Major Studio,Other,8.88,8.88,3.97
1293,Gandhi,1982-11-30,1982,22000000,12.38,77737889.0,191.0,Columbia Pictures,Drama,Drama | History,3.97,11695,Richard Attenborough,High,16.91,18.17,1.0,Major Studio,Year-End,2.53,2.53,3.94
1295,The Unbearable Lightness of Being,1988-02-05,1988,17000000,6.82,10006806.0,171.0,The Saul Zaentz Company,Comedy,Comedy | Romance,3.68,3662,Philip Kaufman,Mid,16.65,16.12,0.0,Independent,Other,-0.41,-0.41,3.66
1296,A Room with a View,1985-12-13,1985,3000000,6.18,20966644.0,117.0,Goldcrest Films International,Drama,Drama | Romance,3.89,7417,James Ivory,Low,14.91,16.86,1.0,Major Studio,Year-End,5.99,5.99,3.86
1298,Pink Floyd: The Wall,1982-07-14,1982,12000000,6.77,22244207.0,95.0,Goldcrest Films International,Music,Music,3.71,7413,Alan Parker,Mid,16.3,16.92,1.0,Major Studio,Summer,0.85,0.85,3.69
1299,The Killing Fields,1984-11-02,1984,14400000,11.46,34700291.0,141.0,Goldcrest Films International,War,War | Drama | History,4.06,7964,Roland Joffé,Mid,16.48,17.36,1.0,Major Studio,Year-End,1.41,1.41,4.01
1301,Forbidden Planet,1956-03-15,1956,1900000,6.38,3250000.0,98.0,Metro-Goldwyn-Mayer (MGM),Adventure,Adventure | Science Fiction | Action,3.86,4127,Fred M. Wilcox,Low,14.46,14.99,1.0,Major Studio,Other,0.71,0.71,3.81
1304,Butch Cassidy and the Sundance Kid,1969-09-23,1969,6000000,6.71,102308889.0,110.0,Twentieth Century Fox Film Corporation,History,History | Drama | Western | Crime,4.03,17538,George Roy Hill,Mid,15.61,18.44,1.0,Major Studio,Other,16.05,16.05,4.01
1305,"Paris, Texas",1984-05-19,1984,1746964,11.64,2181987.0,147.0,Channel Four Films,Drama,Drama,3.88,2693,Wim Wenders,Low,14.37,14.6,1.0,Major Studio,Other,0.25,0.25,3.8
1307,When Harry Met Sally...,1989-07-21,1989,16000000,8.34,92823546.0,96.0,Castle Rock Entertainment,Comedy,Comedy | Romance | Drama,3.83,25160,Rob Reiner,Mid,16.59,18.35,1.0,Major Studio,Summer,4.8,4.8,3.82
1320,Alien³,1992-05-22,1992,50000000,17.13,159773545.0,114.0,Twentieth Century Fox Film Corporation,Science Fiction,Science Fiction | Action | Horror,3.1,15854,David Fincher,Blockbuster,17.73,18.89,1.0,Major Studio,Other,2.2,2.2,3.12
1321,An American Werewolf in London,1981-08-21,1981,10000000,13.39,31973249.0,97.0,Universal Pictures,Horror,Horror | Comedy,3.51,8958,John Landis,Mid,16.12,17.28,1.0,Major Studio,Summer,2.2,2.2,3.51
1333,The Birds,1963-03-28,1963,2500000,11.59,11403529.0,119.0,Alfred J. Hitchcock Productions,Horror,Horror,3.73,13262,Alfred Hitchcock,Low,14.73,16.25,0.0,Independent,Other,3.56,3.56,3.72
1339,Dracula,1992-11-13,1992,40000000,16.78,215862692.0,128.0,American Zoetrope,Romance,Romance | Horror,3.43,11655,Francis Ford Coppola,High,17.5,19.19,1.0,Major Studio,Year-End,4.4,4.4,3.44
1342,Candyman,1992-10-16,1992,6000000,12.72,25792310.0,99.0,Propaganda Films,Drama,Drama | Horror | Thriller,2.96,3881,Bernard Rose,Mid,15.61,17.07,1.0,Major Studio,Other,3.3,3.3,3.07
1343,Cape Fear,1991-11-15,1991,35000000,10.3,182300000.0,128.0,Universal Pictures,Crime,Crime | Thriller,3.54,10559,Martin Scorsese,High,17.37,19.02,1.0,Major Studio,Year-End,4.21,4.21,3.54
1345,Carrie,1976-11-03,1976,1800000,9.28,33800000.0,98.0,United Artists,Horror,Horror | Thriller,3.43,10388,Brian De Palma,Low,14.4,17.34,1.0,Major Studio,Year-End,17.78,17.78,3.44
1347,A Nightmare on Elm Street,1984-11-14,1984,1800000,13.69,25504513.0,91.0,New Line Cinema,Horror,Horror,3.26,9286,Wes Craven,Low,14.4,17.05,1.0,Major Studio,Year-End,13.17,13.17,3.29
1350,The Omen,1976-06-06,1976,2800000,16.64,60922980.0,111.0,Twentieth Century Fox Film Corporation,Horror,Horror | Thriller,3.55,6427,Richard Donner,Low,14.85,17.93,1.0,Major Studio,Summer,20.76,20.76,3.55
1356,Star Trek: First Contact,1996-11-21,1996,46000000,8.81,150000000.0,111.0,Paramount Pictures,Science Fiction,Science Fiction | Action | Adventure | Thriller,3.67,22018,Jonathan Frakes,Blockbuster,17.64,18.83,1.0,Major Studio,Year-End,2.26,2.26,3.67
1358,Sling Blade,1996-08-30,1996,1000000,9.48,24444121.0,135.0,Miramax Films,Drama,Drama,3.98,15098,Billy Bob Thornton,Low,13.82,17.01,1.0,Major Studio,Summer,23.44,23.44,3.96
1359,Jingle All the Way,1996-11-15,1996,60000000,7.9,129832389.0,89.0,Twentieth Century Fox Film Corporation,Family,Family | Comedy,2.58,4381,Brian Levant,Blockbuster,17.91,18.68,1.0,Major Studio,Year-End,1.16,1.16,2.74
1363,The Preacher's Wife,1996-12-13,1996,40000000,4.18,48093211.0,124.0,Touchstone Pictures,Fantasy,Fantasy | Drama | Comedy | Science Fiction | Romance | Family,3.1,1832,Penny Marshall,High,17.5,17.69,1.0,Major Studio,Year-End,0.2,0.2,3.25
1365,Ridicule,1996-05-09,1996,3000000,10.88,2503829.0,102.0,Epithète Films,Comedy,Comedy | Drama | Romance,3.84,1193,Patrice Leconte,Low,14.91,14.73,0.0,Independent,Other,-0.17,-0.17,3.72
1367,101 Dalmatians,1996-11-17,1996,54000000,11.47,320689294.0,103.0,Walt Disney Pictures,Comedy,Comedy | Family,3.07,10240,Stephen Herek,Blockbuster,17.8,19.59,1.0,Major Studio,Year-End,4.94,4.94,3.11
1370,Die Hard 2,1990-07-02,1990,70000000,18.79,240031094.0,124.0,Twentieth Century Fox Film Corporation,Action,Action | Thriller,3.43,17749,Renny Harlin,Blockbuster,18.06,19.3,1.0,Major Studio,Summer,2.43,2.43,3.44
1371,Star Trek: The Motion Picture,1979-12-06,1979,35000000,8.28,139000000.0,132.0,Paramount Pictures,Science Fiction,Science Fiction | Adventure | Mystery,3.09,11545,Robert Wise,High,17.37,18.75,1.0,Major Studio,Year-End,2.97,2.97,3.12
1372,Star Trek VI: The Undiscovered Country,1991-12-05,1991,27000000,5.9,96900000.0,113.0,Paramount Pictures,Science Fiction,Science Fiction | Action | Adventure | Thriller,3.3,12439,Nicholas Meyer,High,17.11,18.39,1.0,Major Studio,Year-End,2.59,2.59,3.32
1373,Star Trek V: The Final Frontier,1989-06-09,1989,30000000,12.31,70200000.0,107.0,Paramount Pictures,Science Fiction,Science Fiction | Action | Adventure | Thriller,2.87,8772,William Shatner,High,17.22,18.07,1.0,Major Studio,Summer,1.34,1.34,2.93
1374,Star Trek II: The Wrath of Khan,1982-06-03,1982,12000000,7.16,96800000.0,113.0,Paramount Pictures,Action,Action | Adventure | Science Fiction | Thriller,3.68,17650,Nicholas Meyer,Mid,16.3,18.39,1.0,Major Studio,Summer,7.07,7.07,3.67
1375,Star Trek III: The Search for Spock,1984-05-31,1984,18000000,6.2,87000000.0,105.0,Paramount Pictures,Science Fiction,Science Fiction | Action | Adventure | Thriller,3.23,12497,Leonard Nimoy,High,16.71,18.28,1.0,Major Studio,Other,3.83,3.83,3.25
1376,Star Trek IV: The Voyage Home,1986-11-25,1986,24000000,12.6,133000000.0,119.0,Paramount Pictures,Science Fiction,Science Fiction | Adventure,3.46,15170,Leonard Nimoy,High,16.99,18.71,1.0,Major Studio,Year-End,4.54,4.54,3.47
1377,Batman Returns,1992-06-19,1992,80000000,15.0,280000000.0,126.0,PolyGram Filmed Entertainment,Action,Action | Fantasy,3.12,14695,Tim Burton,Blockbuster,18.2,19.45,1.0,Major Studio,Summer,2.5,2.5,3.14
1378,Young Guns,1988-08-12,1988,13000000,9.91,44726644.0,107.0,Twentieth Century Fox Film Corporation,Crime,Crime | Action | Adventure | Drama | Western,3.27,7950,Christopher Cain,Mid,16.38,17.62,1.0,Major Studio,Summer,2.44,2.44,3.3
1380,Grease,1978-07-07,1978,6000000,7.85,181813770.0,110.0,Paramount Pictures,Romance,Romance,3.31,18508,Randal Kleiser,Mid,15.61,19.02,1.0,Major Studio,Summer,29.3,29.3,3.32
1381,Grease 2,1982-06-11,1982,13200000,14.2,15171476.0,115.0,Paramount Pictures,Comedy,Comedy | Drama | Family | Music | Romance,1.99,4207,Patricia Birch,Mid,16.4,16.53,1.0,Major Studio,Summer,0.15,0.15,2.26
1382,Marked for Death,1990-10-05,1990,12000000,5.85,46044400.0,94.0,Twentieth Century Fox Film Corporation,Action,Action | Thriller,2.75,1069,Dwight H. Little,Mid,16.3,17.65,1.0,Major Studio,Other,2.84,2.84,3.11
1385,Under Siege,1992-10-08,1992,35000000,9.92,156563139.0,103.0,Regency Enterprises,Action,Action | Thriller,3.12,7242,Andrew Davis,High,17.37,18.87,1.0,Major Studio,Other,3.47,3.47,3.17
1387,Jaws,1975-06-18,1975,7000000,19.73,470654000.0,124.0,Universal Pictures,Horror,Horror | Thriller | Adventure,3.79,25422,Steven Spielberg,Mid,15.76,19.97,1.0,Major Studio,Summer,66.24,66.24,3.78
1388,Jaws 2,1978-06-16,1978,20000000,11.21,187884007.0,116.0,Universal Pictures,Horror,Horror | Thriller,2.61,5197,Jeannot Szwarc,High,16.81,19.05,1.0,Major Studio,Summer,8.39,8.39,2.74
1389,Jaws 3-D,1983-03-16,1983,20500000,16.6,87987055.0,99.0,Universal Pictures,Thriller,Thriller | Horror,1.9,2167,Joe Alves,High,16.84,18.29,1.0,Major Studio,Other,3.29,3.29,2.37
1391,Mars Attacks!,1996-12-12,1996,70000000,15.63,101371017.0,106.0,Tim Burton Productions,Comedy,Comedy | Fantasy | Science Fiction,2.96,19515,Tim Burton,Blockbuster,18.06,18.43,0.0,Independent,Year-End,0.45,0.45,2.99
1392,Citizen Ruth,1996-12-13,1996,3000000,2.23,153155.0,104.0,Miramax Films,Drama,Drama | Comedy,3.62,1774,Alexander Payne,Low,14.91,11.94,1.0,Major Studio,Year-End,-0.95,-0.95,3.6
1393,Jerry Maguire,1996-12-06,1996,50000000,11.81,273552592.0,139.0,Gracie Films,Comedy,Comedy | Drama | Romance,3.61,25121,Cameron Crowe,Blockbuster,17.73,19.43,1.0,Major Studio,Year-End,4.47,4.47,3.61
1394,Raising Arizona,1987-03-01,1987,6000000,14.01,29180280.0,94.0,Twentieth Century Fox Film Corporation,Comedy,Comedy | Crime,3.87,16940,Joel Coen,Mid,15.61,17.19,1.0,Major Studio,Other,3.86,3.86,3.85
1399,Marvin's Room,1996-12-18,1996,23000000,5.31,12803305.0,98.0,Miramax Films,Drama,Drama,3.42,1541,Jerry Zaks,High,16.95,16.37,1.0,Major Studio,Year-End,-0.44,-0.44,3.47
1407,Scream,1996-12-20,1996,14000000,13.33,173046663.0,111.0,Woods Entertainment,Crime,Crime | Horror | Mystery,3.27,19281,Wes Craven,Mid,16.45,18.97,0.0,Independent,Year-End,11.36,11.36,3.28
1408,The Last of the Mohicans,1992-09-25,1992,40000000,15.23,75505856.0,112.0,Morgan Creek Productions,Action,Action | Adventure | Drama | History | Romance | War,3.71,13888,Michael Mann,High,17.5,18.14,1.0,Major Studio,Other,0.89,0.89,3.7
1416,Evita,1996-12-14,1996,55000000,6.71,141047179.0,134.0,Hollywood Pictures,History,History | Drama | Music,3.14,6478,Alan Parker,Blockbuster,17.82,18.76,1.0,Major Studio,Year-End,1.56,1.56,3.19
1427,Turbulence,1997-01-09,1997,55000000,5.3,11466088.0,100.0,Metro-Goldwyn-Mayer (MGM),Action,Action | Thriller | Crime,2.6,825,Robert Butler,Blockbuster,17.82,16.25,1.0,Major Studio,Other,-0.79,-0.79,3.09
1432,Metro,1997-01-16,1997,55000000,10.52,31987563.0,117.0,Caravan Pictures,Action,Action | Adventure | Comedy | Crime | Thriller,2.87,1435,Thomas Carter,Blockbuster,17.82,17.28,1.0,Major Studio,Other,-0.42,-0.42,3.13
1438,Dante's Peak,1997-02-07,1997,116000000,7.24,178127760.0,108.0,Universal Pictures,Action,Action | Adventure | Thriller,2.82,7143,Roger Donaldson,Blockbuster,18.57,19.0,1.0,Major Studio,Other,0.54,0.54,2.9
1442,Prefontaine,1997-01-24,1997,8000000,2.94,589304.0,106.0,Hollywood Pictures,Drama,Drama | Romance,3.33,761,Steve James,Mid,15.89,13.29,1.0,Major Studio,Other,-0.93,-0.93,3.45
1459,Absolute Power,1997-02-14,1997,50000000,7.66,50068310.0,121.0,Columbia Pictures,Crime,Crime | Drama | Thriller,3.35,3819,Clint Eastwood,Blockbuster,17.73,17.73,1.0,Major Studio,Other,0.0,0.0,3.39
1461,Vegas Vacation,1997-02-13,1997,25000000,9.3,36400360.0,93.0,Jerry Weintraub Productions,Comedy,Comedy,2.81,2788,Stephen Kessler,High,17.03,17.41,0.0,Independent,Other,0.46,0.46,2.99
1464,Lost Highway,1997-01-15,1997,15000000,8.45,3675201.0,134.0,Ciby 2000,Drama,Drama | Thriller | Mystery,3.7,4860,David Lynch,Mid,16.52,15.12,0.0,Independent,Other,-0.75,-0.75,3.68
1465,Rosewood,1997-02-21,1997,30000000,2.9,13130349.0,140.0,New Deal Productions,Drama,Drama | History,3.52,1130,John Singleton,High,17.22,16.39,0.0,Independent,Other,-0.56,-0.56,3.54
1466,Donnie Brasco,1997-02-27,1997,35000000,12.2,41954997.0,127.0,TriStar Pictures,Crime,Crime | Drama | Thriller,3.8,12294,Mike Newell,High,17.37,17.55,1.0,Major Studio,Other,0.2,0.2,3.78
1475,Kama Sutra - A Tale of Love,1996-09-11,1996,3000000,7.12,4109095.0,117.0,Mirabai Films,Drama,Drama | History | Romance,3.12,854,Mira Nair,Low,14.91,15.23,0.0,Independent,Other,0.37,0.37,3.34
1476,Private Parts,1997-03-07,1997,28000000,10.93,41230799.0,109.0,Paramount Pictures,Comedy,Comedy | Drama,3.34,6505,Betty Thomas,High,17.15,17.53,1.0,Major Studio,Other,0.47,0.47,3.37
